image_file,category_id,category_name,correlation
2007_000027.jpg,14,person,0.0214550695933731
2007_000032.jpg,0,aeroplane,-0.036728697098503967
2007_000032.jpg,14,person,-0.036728697098503967
2007_000033.jpg,0,aeroplane,0.18897305322198144
2007_000039.jpg,19,tvmonitor,-0.11494548280836234
2007_000042.jpg,18,train,0.5250344827029352
2007_000061.jpg,3,boat,0.30515398432020113
2007_000063.jpg,8,chair,0.7352699610088299
2007_000063.jpg,11,dog,0.7352699610088299
2007_000068.jpg,2,bird,0.7078471118420606
2007_000121.jpg,19,tvmonitor,-0.1708799363150988
2007_000123.jpg,18,train,0.4683065935036326
2007_000129.jpg,1,bicycle,0.6767139209856479
2007_000129.jpg,14,person,0.6767139209856479
2007_000170.jpg,4,bottle,0.8676042105146832
2007_000170.jpg,14,person,0.8676042105146832
2007_000175.jpg,16,sheep,0.2655824521671846
2007_000187.jpg,19,tvmonitor,0.5806662980767048
2007_000241.jpg,3,boat,0.07646022419243892
2007_000243.jpg,0,aeroplane,0.3412572598611573
2007_000250.jpg,10,diningtable,0.8724344584284698
2007_000250.jpg,4,bottle,0.8724344584284698
2007_000256.jpg,0,aeroplane,0.07475579080392591
2007_000272.jpg,14,person,0.371712807775536
2007_000323.jpg,14,person,0.8031554718729884
2007_000332.jpg,12,horse,0.2836847237760072
2007_000333.jpg,18,train,-0.021249056973435522
2007_000346.jpg,4,bottle,0.8763017442449381
2007_000346.jpg,14,person,0.8763017442449381
2007_000363.jpg,2,bird,0.9176033589111815
2007_000364.jpg,14,person,0.20704045846025382
2007_000364.jpg,13,motorbike,0.20704045846025382
2007_000392.jpg,12,horse,0.2521790066522194
2007_000392.jpg,14,person,0.2521790066522194
2007_000423.jpg,14,person,0.17191641192088897
2007_000452.jpg,17,sofa,0.18777166365638442
2007_000452.jpg,8,chair,0.18777166365638442
2007_000464.jpg,9,cow,0.04725521238196012
2007_000480.jpg,0,aeroplane,0.7148216615428494
2007_000480.jpg,14,person,0.7148216615428494
2007_000491.jpg,9,cow,0.8760768620550794
2007_000504.jpg,14,person,0.4515379065604064
2007_000504.jpg,9,cow,0.4515379065604064
2007_000515.jpg,6,car,-0.029400257003463583
2007_000515.jpg,1,bicycle,-0.029400257003463583
2007_000515.jpg,14,person,-0.029400257003463583
2007_000528.jpg,7,cat,0.41921531912473303
2007_000529.jpg,3,boat,0.6814678326169691
2007_000529.jpg,6,car,0.6814678326169691
2007_000549.jpg,7,cat,0.8071290532378064
